SLC,Eng,Math,Physics,Chemistry,Plus_Two,Eng1,Math2,Phy_Acc,Che_Eco,Mixed,GPA,GPAM,GPAA,School_From,Parent_Education,Pass
3.8,3.6,2.4,3.2,3.6,3.46,45,44,38,44,50,3.23,80,B+,Private,SLC,1
3.15,3.2,3.2,2.8,4,3.31,40,35,38,39,42,2.27,65,C+,Private,Master,1
3.65,3.2,3.2,3.2,2.8,2.94,40,36,36,41,40,2.57,70,B-,Govt,Bachelor,1
3.85,3.6,4,3.6,3.6,3.71,46,41,39,41,41,3.57,85,A-,Govt,PlusTwo,1
3.5,3.6,2.8,2.8,2.4,2.94,48,48,45,47,37,3.76,90,A,Govt,PlusTwo,1
3.7,3.2,3.6,3.2,4,3.46,48,46,45,46,38,3.47,85,A-,Private,Master,1
3.8,3.2,4,2,2,2.94,28,30,35,39,37,0,0,F,Govt,SLC,0
3.55,2.8,3.2,2.4,3.6,3.15,40,39,37,43,42,0,0,F,Private,SLC,0
3.55,3.2,3.2,2.8,2.4,3.15,31,35,36,39,37,0,0,F,Private,SLC,0
3.5,3.2,3.6,3.2,3.2,3.36,45,36,37,42,46,0,0,F,Private,PlusTwo,0
3.55,2.8,3.2,1.6,2.8,2.79,47,43,45,46,43,2.7,70,B-,Govt,PlusTwo,1
3.65,3.6,3.6,3.6,3.2,3.43,0,0,0,0,0,0,0,F,Govt,PlusTwo,0
3.6,2.8,3.6,3.6,3.6,3.36,30,36,35,41,39,2,60,C,Govt,PlusTwo,1
3.45,3.2,3.2,2.8,2.4,2.42,35,37,36,41,40,0,0,F,Govt,Bachelor,0
3.06,3.2,3.2,2.8,4,3.24,37,36,36,41,36,0,0,F,Private,PlusTwo,0
3.7,3.6,2.4,2.8,4,3.29,45,43,41,41,41,0,0,F,Govt,SLC,0
2.82,2.8,2.8,2.8,2.4,2.82,37,35,36,40,38,0,0,F,Govt,Bachelor,0
3.6,2.4,4,3.6,4,3.75,35,36,40,42,43,0,0,F,Private,Master,0
3.9,3.2,4,4,4,3.71,44,38,45,42,39,3.48,85,A-,Govt,Bachelor,1
3.6,2.8,2.8,2.4,2.8,2.94,40,36,37,44,39,0,0,F,Govt,PlusTwo,0
3.65,3.2,2.8,2.8,2.8,3.13,45,36,41,41,40,2,60,C,Govt,SLC,1
3.45,2.8,3.2,3.2,3.2,3.29,37,36,36,40,39,0,0,F,Private,Bachelor,0
3.5,3.2,3.2,2.4,2.8,3.14,35,37,36,43,41,2.89,75,B,Private,PlusTwo,1
3.65,3.2,3.2,3.2,2.8,2.79,23,35,35,39,31,0,0,F,Private,Bachelor,0
3.65,2.8,2,2.4,2.8,2.7,30,35,36,41,35,0,0,F,Govt,PlusTwo,0
3.6,3.2,2,2.8,2.8,3.36,35,49,43,45,42,3.58,85,A-,Private,PlusTwo,1
3.65,2.8,2.4,2.8,2.8,2.87,42,39,42,42,41,2,60,C,Private,SLC,1
3.85,3.6,4,4,3.6,3.78,48,46,46,47,47,3.71,90,A,Govt,PlusTwo,1
3.65,3.2,2.8,2.4,2.8,3.15,45,48,45,46,45,1.9,60,C,Govt,Bachelor,1
3.7,3.6,4,3.6,3.2,3.5,47,44,46,46,40,0,0,F,Private,PlusTwo,0
3.45,2.8,3.6,3.2,3.6,3.36,40,47,45,47,47,2.47,70,B-,Govt,Master,1
3.22,2.8,2.8,3.2,3.2,3.22,42,45,37,42,42,2.74,75,B,Govt,Master,1
3.93,2.8,4,2.8,2.4,3.22,45,42,42,46,44,2.83,75,B,Private,SLC,1
3.6,3.2,3.6,2.8,2.8,3.15,30,49,37,44,40,0,0,F,Private,SLC,0
3.7,3.6,4,3.2,3.2,3.43,30,42,36,42,39,0,0,F,Private,PlusTwo,0
3.7,3.6,4,3.2,3.2,3.5,41,36,41,42,44,0,0,F,Private,Bachelor,0
3.6,3.6,4,3.2,3.2,3.5,39,42,40,44,44,2.59,70,B-,Private,PlusTwo,1
3.55,3.6,3.2,3.6,3.2,3.41,35,47,38,41,39,0,0,F,Private,SLC,0
3.47,3.2,2.8,2.8,3.6,3.19,41,33,45,47,46,2.82,75,B,Private,Bachelor,1
3.65,3.2,4,2.8,3.2,3.29,45,44,45,47,43,3.2,80,B+,Govt,Bachelor,1
3.55,2.8,3.2,2,3.6,3.01,33,39,44,44,39,0,0,F,Private,SLC,0
3.8,3.2,3.2,3.6,3.6,3.29,45,41,45,39,41,2.92,75,B,Govt,Bachelor,1
3.1,2.8,3.2,2,3.6,3.22,38,42,43,41,42,0,0,F,Govt,PlusTwo,0
3.6,3.6,4,4,3.6,3.78,40,34,46,41,34,3.11,80,B+,Govt,Bachelor,1
3.55,2.8,3.6,2.8,3.2,3.22,48,49,45,47,49,3.31,85,A-,Govt,Bachelor,1
3.85,2.8,2.4,2.4,2.4,3.73,41,40,45,46,40,3.72,90,A,Private,Bachelor,1
3.6,3.6,3.6,3.6,3.2,3.5,38,42,45,39,42,1.9,60,C,Govt,Bachelor,1
3.75,3.2,3.6,3.2,2.8,3.33,48,49,46,43,49,3.45,85,A-,Private,Bachelor,1
4.6,3.2,3.6,3.2,2.8,3.33,32,41,44,39,41,0,0,F,Govt,Bachelor,0
3.07,3.2,2.8,2.4,4,3.44,35,34,36,42,34,0,0,F,Govt,SLC,0
3.25,2.8,3.6,2.8,3.2,3.22,36,44,43,46,44,0,0,F,Private,PlusTwo,0
3.6,3.2,3.6,3.2,2.8,3.26,32,40,42,40,40,3.01,80,B+,Govt,PlusTwo,1
3.65,3.6,3.6,3.6,3.6,3.26,46,45,48,41,45,3.75,90,A,Govt,SLC,1
3.85,3.2,2.4,2.8,3.6,2.63,35,31,44,41,31,1.9,60,C,Govt,SLC,1
3.56,3.2,2.8,2.8,2.8,3.32,40,38,44,41,38,0,0,F,Private,PlusTwo,0
3.55,1.6,2.8,2,2,2.99,43,45,46,41,45,0,0,F,Private,PlusTwo,0
3.45,2.8,4,2.8,3.6,3.43,40,40,44,40,40,3.38,85,A-,Govt,SLC,1
3.65,3.6,3.2,3.6,3.6,3.77,49,42,46,42,42,3.71,90,A,Private,Bachelor,1
3.4,3.2,2.8,2.4,2.4,2.57,45,39,44,42,39,0,0,F,Private,PlusTwo,0
3.5,3.2,2.8,3.2,2.4,2.95,45,43,44,44,43,2.28,65,C+,Private,Bachelor,1
3.4,3.2,4,2.4,3.2,3.22,40,41,46,41,41,0,0,F,Govt,PlusTwo,0
2.65,2.8,2.8,2.4,2.8,3.03,46,36,44,40,36,2.05,65,C+,Private,SLC,1
3.6,3.2,3.2,2.8,2,2.94,45,41,45,43,41,0,0,F,Govt,SLC,0
3.35,2.4,2.8,2.8,2.4,2.72,29,44,45,39,44,0,0,F,Govt,PlusTwo,0
3.7,3.6,3.6,3.6,3.6,3.48,37,34,45,41,34,3.13,80,B+,Private,PlusTwo,1
3.8,3.6,3.6,2.8,4,3.45,40,47,47,45,47,3.31,85,A-,Govt,Master,1
3.85,3.2,3.2,2,2.4,2.84,39,32,40,42,32,0,0,F,Private,Master,0
3.66,3.2,3.2,3.2,2.8,3.29,40,32,46,47,32,2.63,70,B-,Private,PlusTwo,1
3.55,2.8,3.2,2.8,3.2,3.15,34,25,42,46,25,0,0,F,Govt,Bachelor,0
3.55,2.8,3.2,3.2,3.2,3.15,45,40,45,46,40,0,0,F,Private,SLC,0
3.9,3.2,2.8,2.8,2.8,3.01,25,24,40,47,24,2.74,75,B,Govt,Bachelor,1
3.59,2.8,3.2,2.8,2.4,3.01,40,32,47,42,32,0,0,F,Private,Bachelor,0
3.8,2.8,3.2,2.8,2.4,3.01,35,40,46,46,40,2.94,75,B,Private,Bachelor,1
3.76,2.4,2.8,2.8,3.2,2.87,29,42,45,44,42,2.78,75,B,Govt,Master,1
3.1,3.6,3.2,2.8,2.4,3.01,35,44,46,42,44,0,0,F,Private,SLC,0
3.59,2.8,2,3.2,2.4,3.2,30,34,42,42,34,0,0,F,Private,Bachelor,0
3.7,2.8,3.2,2.4,2.4,2.94,35,48,48,44,50,2.31,70,B-,Private,Master,1
3.35,2.8,2.8,2.4,3.6,3.08,45,44,44,41,50,3.46,85,A-,Private,Bachelor,1
3.4,3.2,3.2,3.6,3.6,3.5,32,28,43,47,28,0,0,F,Private,PlusTwo,0
3.55,3.6,3.2,2.4,2.8,3.08,37,40,43,47,40,2.69,70,B-,Private,Bachelor,1
3.71,3.6,2.8,2.8,3.2,3.53,41,45,44,44,45,3.31,85,A-,Private,Master,1
3.65,3.2,2.8,3.6,2.8,3.15,22,45,43,41,45,2.35,70,B-,Private,Bachelor,1
3.1,3.2,3.6,3.2,2.4,3.8,25,35,44,47,35,0,0,F,Private,SLC,0
3.35,2.8,4,3.6,2.8,3.36,42,47,47,47,50,2.3,65,C+,Govt,PlusTwo,1
3.8,2.8,3.6,2.4,2.4,3.08,38,44,44,47,44,0,0,F,Private,PlusTwo,0
3.75,2.8,2.8,2.8,2.8,3.08,47,44,46,47,44,3.02,80,B+,Private,SLC,1
3.38,3.6,2.8,3.2,2.8,3.57,44,43,44,47,43,3.59,85,A-,Govt,Bachelor,1
3.9,3.6,4,3.6,3.2,3.43,39,41,44,44,41,0,0,F,Private,Bachelor,0
3.6,3.6,4,3.6,3.6,3.6,42,45,43,45,45,3.66,85,A-,Private,SLC,1
3.7,3.2,4,3.2,4,3.57,39,39,43,44,39,3.12,80,B+,Private,Master,1
3,2.8,2.4,2,1.6,2.44,39,34,45,44,34,0,0,F,Govt,Bachelor,0
3.5,2.8,3.6,3.6,3.2,3.36,39,34,45,44,34,2.93,75,B,Govt,PlusTwo,1
3.6,3.2,3.6,3.6,3.2,3.19,39,43,43,47,43,3.29,80,B+,Govt,PlusTwo,1
3.65,2.8,3.6,3.2,2.8,3.29,0,0,0,0,0,0,0,F,Private,Master,0
2.79,2.8,3.2,2.8,3.2,2.79,30,34,41,43,34,0,0,F,Govt,SLC,0
3.8,3.2,4,3.6,3.6,3.71,48,50,46,49,50,4,90,A,Private,SLC,1
3.25,2.8,3.6,2.4,2.4,2.94,40,45,41,46,45,3.22,80,B+,Private,SLC,1
3.8,3.2,3.2,4,3.6,3.5,37,43,42,43,43,2.87,75,B,Private,PlusTwo,1
3.44,3.6,2,2.4,2.4,3.55,25,26,43,42,26,0,0,F,Govt,PlusTwo,0
3.5,2.8,2.8,2.8,3.2,3.57,42,43,41,44,43,3.55,85,A-,Govt,PlusTwo,1
3.4,3.6,3.2,3.2,2.8,3.87,33,43,43,44,43,2.91,75,B,Govt,PlusTwo,1
3.85,3.2,2,2.4,2.4,2.79,43,47,40,45,47,3.28,80,B+,Govt,Bachelor,1
3.75,3.2,4,3.6,3.6,3.64,42,42,40,44,42,2.86,75,B,Private,PlusTwo,1
3.8,2.8,3.6,3.2,3.6,3.6,41,39,41,44,39,0,0,F,Govt,SLC,0
3.5,3.6,3.2,2.4,2.8,3.4,25,25,43,42,25,0,0,F,Govt,Bachelor,0
3.75,3.6,3.6,3.2,3.2,3.24,40,41,42,45,41,2.81,75,B,Private,Master,1
3.55,3.2,2.8,4,4,3.48,33,25,41,44,25,0,0,F,Govt,Bachelor,0
3.55,3.2,3.6,4,3.6,3.57,46,49,46,45,49,2,60,C,Govt,PlusTwo,1
3.1,2.8,3.6,2.8,2.8,3.12,33,41,43,44,41,0,0,F,Govt,SLC,0
3.8,3.2,4,4,4,3.78,49,49,43,45,49,3.88,90,A,Private,Bachelor,1
3,2.8,2,3.6,2.8,3.2,38,39,41,43,39,0,0,F,Private,PlusTwo,0
3.8,3.2,4,4,4,3.71,33,39,42,43,39,2.65,70,B-,Private,Bachelor,1
3.6,2.8,2.8,2.8,3.2,3.01,39,46,44,44,46,3.46,85,A-,Govt,PlusTwo,1
3.4,2.8,3.2,2.8,3.6,2.99,40,45,44,44,45,3.39,85,A-,Private,PlusTwo,1
3.85,3.2,3.6,4,4,3.57,46,48,46,45,48,3.84,90,A,Private,SLC,1
3.65,3.6,4,3.2,3.6,3.39,40,46,42,46,46,3.52,85,A-,Govt,PlusTwo,1
3.35,3.2,2,2.8,3.6,3.25,38,40,46,45,40,3.05,80,B+,Govt,Bachelor,1
3.6,2.8,3.2,3.6,3.6,3.36,46,49,46,47,49,3.78,90,A,Private,PlusTwo,1
3.55,3.2,3.2,3.6,2.8,3.29,43,46,43,44,46,3.65,85,A-,Govt,Master,1
3.6,2.8,2.8,3.2,2.8,3.08,36,35,41,41,35,0,0,F,Govt,Master,0
3.55,3.6,3.2,3.2,2.8,3.22,38,40,42,44,40,0,0,F,Private,SLC,0
3.55,3.2,3.6,3.2,3.6,3.36,34,38,41,42,38,0,0,F,Private,SLC,0
3.45,3.2,2.8,2.4,2.4,2.28,36,32,40,43,32,0,0,F,Private,PlusTwo,0
3.5,3.2,3.2,2.8,3.2,2.71,31,36,42,40,36,0,0,F,Private,Bachelor,0
3.5,3.2,2.4,3.6,3.2,3.22,41,41,43,46,41,2.73,75,B,Private,PlusTwo,1
3.7,3.2,3.6,3.2,2.8,3.7,43,45,45,45,45,0,0,F,Private,SLC,0
2.7,3.2,3.2,3.2,3.2,2.79,35,40,43,44,40,2.35,70,B-,Private,Bachelor,1
3.2,3.2,4,3.6,3.6,3.57,29,38,42,43,38,0,0,F,Govt,Bachelor,0
3.45,3.6,3.2,3.2,2.8,3.36,46,48,45,45,48,3.52,85,A-,Private,SLC,1
3.3,3.2,3.6,2.8,3.6,3.36,35,39,43,44,39,2.86,75,B,Govt,Bachelor,1
3.65,3.6,4,3.6,4,3.71,49,46,44,45,46,3.84,90,A,Govt,PlusTwo,1
3.65,3.6,3.6,2.8,3.2,3.71,49,49,45,46,49,3.76,90,A,Govt,Bachelor,1
3.5,2.8,2.8,3.2,3.2,3.08,34,32,44,43,32,2.98,75,B,Govt,Bachelor,1
3.5,3.2,3.6,2.8,2,2.94,36,38,44,44,38,0,0,F,Private,Bachelor,0
3.5,3.2,3.2,2.8,2.4,3.08,39,42,45,44,42,3.13,80,B+,Govt,Bachelor,1
3.35,3.2,3.2,2.8,3.2,3.04,34,43,43,45,43,2.97,75,B,Private,Bachelor,1
3.4,3.2,2.4,2.8,3.2,3.01,29,42,43,43,42,0,0,F,Govt,Bachelor,0
3.65,3.2,3.2,3.2,3.6,3.43,35,41,41,45,41,1.9,60,C,Govt,Bachelor,1
3.92,3.6,4,4,3.6,3.71,46,47,45,46,47,3.93,90,A,Private,Master,1
3.5,3.6,3.2,3.6,3.6,3.29,39,45,41,44,45,3.75,90,A,Govt,Bachelor,1
3.4,3.6,3.2,3.2,2.8,3.15,38,42,41,42,42,2.72,75,B,Govt,Bachelor,1
3.18,3.2,3.2,2.8,2,3.08,32,36,43,42,36,0,0,F,Private,PlusTwo,0
3.5,3.6,4,3.2,2.8,3.5,35,39,41,45,39,3.09,80,B+,Govt,Bachelor,1
3.5,2.8,3.6,3.6,3.6,3.43,36,42,43,43,42,0,0,F,Govt,Bachelor,0
3.65,3.6,2,2.4,2.4,2.87,43,42,44,45,42,2.76,75,B,Private,PlusTwo,1
3.2,2.8,3.2,2,2.8,3.2,42,46,43,44,46,0,0,F,Private,PlusTwo,0
3.45,3.2,2.8,2.8,2.8,2.68,34,38,46,46,38,0,0,F,Govt,Bachelor,0
3.75,3.2,3.2,3.6,3.6,3.59,34,42,44,44,42,2.62,70,B-,Govt,Bachelor,1
3.4,3.6,3.2,3.6,2.4,3.57,34,49,45,43,49,0,0,F,Govt,Bachelor,0
3.7,3.2,3.6,2.8,3.2,3.29,43,43,43,44,43,2.94,75,B,Govt,Bachelor,1
3.25,2.8,3.2,3.2,2.4,3.01,34,34,43,45,34,0,0,F,Private,PlusTwo,0
3.7,3.2,3.6,2.8,3.6,3.36,35,35,41,41,35,0,0,F,Govt,Bachelor,0
3.55,3.2,3.6,2.4,3.6,3.36,28,34,41,42,34,0,0,F,Govt,Bachelor,0
3.25,2.8,3.6,2.8,3.2,3.22,35,38,41,42,38,0,0,F,Private,SLC,0
3.65,3.2,2,2.4,3.6,3.01,31,38,46,45,38,0,0,F,Private,SLC,0
3.45,2.8,3.6,3.2,3.2,3.29,29,29,40,42,29,0,0,F,Private,Bachelor,0
3.55,2,2.8,2.4,2.8,2.66,28,38,41,41,38,0,0,F,Private,SLC,0
3.85,3.6,3.2,3.2,2,3.43,31,40,44,47,40,0,0,F,Private,SLC,0
3.8,3.6,3.2,3.2,3.2,3.17,34,45,45,45,45,1.69,55,C-,Private,SLC,1
3.8,3.6,3.6,3.6,3.6,3.55,42,44,43,43,44,0,0,F,Govt,SLC,0
3.55,3.2,4,2.8,3.2,3.29,34,25,40,42,25,0,0,F,Govt,SLC,0
3.1,3.2,2.8,3.2,2.8,3.5,41,42,41,42,42,3.57,85,A-,Private,SLC,1
3.1,3.2,2.8,3.2,2.8,3.5,41,46,42,45,46,3.18,80,B+,Govt,SLC,1
3.85,3.2,3.6,4,3.6,3.64,46,46,46,45,46,3.66,85,A-,Private,SLC,1
3.25,3.2,2.8,2,3.6,3.44,41,43,43,44,43,3.45,85,A-,Govt,SLC,1
3.7,3.6,2.8,2.4,3.6,3.33,41,49,45,45,49,3.44,85,A-,Private,SLC,1
3.85,3.2,2.8,3.6,2,3.13,39,44,46,45,44,2.97,75,B,Private,SLC,1
3.92,3.2,3.2,2.8,3.2,3,39,44,43,44,44,0,0,F,Govt,SLC,0
3.9,3.6,2.8,3.6,3.6,3.19,38,41,46,43,41,3.2,80,B+,Private,SLC,1
3.6,2.4,2.4,2.8,2,2.72,40,44,44,46,44,3.05,80,B+,Private,SLC,1
3.4,2.8,2.8,2,3.6,2.99,31,41,41,43,41,0,0,F,Govt,SLC,0
3.7,3.2,3.6,4,2.8,3.43,40,45,46,44,45,2.8,75,B,Govt,SLC,1
3.85,3.2,2.8,2.8,2,2.87,33,42,45,45,42,0,0,F,Private,SLC,0
3.75,3.6,2.8,3.2,2.8,3.43,47,46,48,46,46,3.65,85,A-,Private,SLC,1
3.8,3.2,3.6,2.8,2.8,3.29,41,40,40,43,43,0,0,F,Govt,SLC,0
3.55,3.2,3.6,2.8,3.2,3.08,44,42,43,43,42,3.59,85,A-,Private,SLC,1
3.4,3.2,4,3.6,3.2,3.57,33,35,35,42,40,0,0,F,Govt,SLC,0
3.7,3.6,2.8,3.6,3.6,3.36,47,43,45,44,43,0,0,F,Private,PlusTwo,0
3.4,3.2,3.6,3.2,2.4,3.22,46,45,38,42,43,0,0,F,Private,Master,0
3.6,2.8,3.6,3.6,3.6,3.36,45,47,46,45,48,3.67,85,A-,Private,PlusTwo,1
3.6,3.2,2.8,2.4,3.2,3.13,42,42,38,45,43,0,0,F,Private,PlusTwo,0
3.45,2.4,3.6,3.6,2.8,3.22,41,42,40,45,44,0,0,F,Private,PlusTwo,0
3.5,2.8,2,3.6,3.2,3.2,43,46,45,48,46,2.68,70,B-,Govt,Bachelor,1
2.65,2.8,2,2,2.8,3.1,35,36,38,46,40,0,0,F,Govt,Bachelor,0
3.05,2.8,2.8,2,3.6,3,37,42,35,44,40,0,0,F,Private,Bachelor,0
3.3,2.8,3.6,3.2,2.8,3.29,40,36,40,45,42,0,0,F,Private,Bachelor,0
3.45,3.6,2.8,2.4,2.4,2.98,45,41,43,46,44,3.07,80,B+,Govt,Bachelor,1
3.4,3.2,1.6,1.6,2.8,2.93,26,35,38,41,44,0,0,F,Private,Bachelor,0
3.05,2,2.8,2.8,3.2,3,49,46,49,44,48,3.87,90,A,Govt,PlusTwo,1
3.75,3.2,3.2,3.6,4,3.43,37,35,41,44,44,3.08,80,B+,Private,PlusTwo,1
3.19,3.2,2,3.6,2.8,3.17,38,35,43,44,40,0,0,F,Private,SLC,0
3.55,2.8,3.2,3.2,3.6,3.29,44,44,45,45,46,3.66,85,A-,Private,SLC,1
3.05,2.8,3.2,3.2,2.8,3,41,35,41,43,46,2.49,70,B-,Private,PlusTwo,1
3.6,2.8,3.6,3.2,3.2,3.29,41,35,40,45,43,0,0,F,Govt,Bachelor,0
3.3,3.2,3.6,2.4,2.8,3.08,41,37,43,43,43,3.14,80,B+,Private,Bachelor,1
3.6,2.8,4,4,3.2,3.33,50,37,41,43,43,0,0,F,Govt,Bachelor,0
3.6,2.8,3.2,2.4,2,2.79,32,38,40,44,42,0,0,F,Private,SLC,0
3.4,2,2.8,3.2,2.8,2.91,38,35,38,43,41,0,0,F,Govt,Bachelor,0
3.55,2.8,3.2,3.2,4,3.43,49,46,43,45,44,4,90,A,Govt,PlusTwo,1
3.6,3.6,3.2,2.8,2.8,3.19,42,44,43,43,42,0,0,F,Private,Master,0
3,3.2,2.8,2.8,2.8,2.79,25,35,35,41,38,0,0,F,Private,SLC,0
3.5,3.6,3.6,3.2,3.2,3.41,30,35,0,41,0,0,0,F,Private,PlusTwo,0
2.9,3.6,3.6,3.2,3.2,3.16,36,36,40,44,42,3.2,80,B+,Govt,PlusTwo,1
3.4,3.6,4,3.2,3.2,3.27,44,41,43,44,44,3.77,90,A,Private,PlusTwo,1
3.75,3.6,2.8,3.6,3.6,3.43,49,48,45,46,46,2.76,75,B,Private,Master,1
3.05,3.6,2.8,3.2,2.8,3,41,38,41,44,44,2.62,70,B-,Private,Master,1
3.2,2.4,2.8,2.4,2.8,2.52,43,47,41,45,46,0,0,F,Private,PlusTwo,0
3.3,2.4,2,2,3.6,2.79,42,40,43,44,44,4,90,A,Private,SLC,1
3.05,3.6,2.8,3.2,2.8,3,50,47,47,47,44,0,0,F,Private,Bachelor,0
3.1,3.2,2.8,2.4,2.4,2.53,0,0,0,0,0,0,0,F,Govt,PlusTwo,0
3.45,3.2,3.6,3.2,4,3.46,46,46,43,44,46,3.68,85,A-,Private,Bachelor,1
3.7,3.6,4,3.6,3.2,3.54,46,43,40,45,45,3.28,80,B+,Govt,Bachelor,1
3.7,3.6,3.2,2,2,2.7,45,43,40,46,46,0,0,F,Private,Bachelor,0
3.6,3.2,3.2,3.6,3.2,3.51,40,40,40,44,45,1.69,55,C-,Govt,PlusTwo,1
3.92,3.2,4,3.2,3.6,3.5,36,39,43,42,44,3.36,85,A-,Private,PlusTwo,1
3.55,3.2,3.6,3.2,3.2,3.04,42,44,36,44,44,0,0,F,Govt,PlusTwo,0
3.6,3.6,3.2,3.2,3.2,3.46,43,46,40,45,44,0,0,F,Private,SLC,0
3.55,3.6,3.2,3.6,3.2,3.43,40,39,39,40,47,0,0,F,Private,PlusTwo,0
3.45,2.8,2,2,2,2.64,40,34,49,45,45,0,0,F,Private,PlusTwo,0
2.95,3.2,3.6,3.2,2.8,2.79,31,34,36,38,39,0,0,F,Private,SLC,0
2.9,2.4,2.8,2,3.2,2.72,22,34,27,39,31,0,0,F,Govt,SLC,0
3.15,2.8,3.2,2.8,3.2,2.75,30,45,41,38,33,0,0,F,Govt,SLC,0
3.25,2.8,3.6,2.8,2.8,3.15,44,35,40,45,44,0,0,F,Private,SLC,0
3.6,3.6,4,3.6,3.6,3.64,42,39,33,39,41,2.11,65,C+,Govt,PlusTwo,1
3.2,3.6,3.6,3.6,2.4,3.29,42,42,37,39,41,2.63,70,B-,Govt,Bachelor,1
3.1,2.8,2,2.4,3.6,2.99,32,39,32,40,44,0,0,F,Private,SLC,0
3.4,3.2,3.2,2.4,2.8,3.01,37,46,33,41,44,0,0,F,Private,PlusTwo,0
2.53,3.6,3.2,3.2,2.8,3.19,42,46,33,45,49,0,0,F,Govt,PlusTwo,0
3.5,2.8,2.8,3.2,2.8,3.19,35,34,48,47,45,2.99,75,B,Govt,PlusTwo,1
3.35,3.6,2.8,3.2,3.6,3.5,44,35,42,40,43,0,0,F,Private,Master,0
3.3,3.2,2.8,3.2,2.8,3.1,31,35,35,42,41,0,0,F,Private,PlusTwo,0
2.95,2.4,3.2,2.8,1.6,2.98,34,34,30,38,41,0,0,F,Private,Bachelor,0
3.4,2.8,3.2,3.6,2.4,3.22,47,48,43,47,44,2.55,70,B-,Govt,Bachelor,1
3.75,2.8,3.6,3.6,4,3.43,49,37,49,47,49,3.35,85,A-,Private,SLC,1
2.7,2.4,2,3.2,3.2,2.13,28,35,38,38,39,0,0,F,Govt,PlusTwo,0
3.6,2.8,4,3.2,3.2,3.36,31,36,34,38,41,0,0,F,Private,Master,0
3.75,2.4,2.4,3.2,2,2.77,31,40,36,40,41,3.22,80,B+,Private,SLC,1
3.1,2.4,3.2,3.2,3.6,3.22,40,48,42,40,42,0,0,F,Private,PlusTwo,0
3.45,3.6,2.8,3.2,2,3,48,35,50,47,50,3.16,80,B+,Govt,PlusTwo,1
3.2,3.6,4,3.6,3.6,3.66,38,38,32,40,41,0,0,F,Private,PlusTwo,0
3.65,3.2,2.8,2.8,4,3.39,30,34,33,40,33,1.79,60,C,Private,Master,1
3.35,2.4,3.2,2.8,3.2,3.08,31,34,32,39,37,0,0,F,Private,Master,0
3.3,2.8,3.6,2.8,3.2,3.29,40,38,36,38,43,0,0,F,Private,PlusTwo,0
3.1,2.8,3.2,2.8,2.8,3.83,43,41,38,42,47,3.05,80,B+,Private,SLC,1
3.8,3.2,2.4,3.2,3.2,2.39,40,35,47,42,48,0,0,F,Govt,PlusTwo,0
3.3,3.2,3.2,2.8,2.8,3.08,43,34,35,40,41,0,0,F,Govt,PlusTwo,0
3.6,3.2,2.4,3.2,3.2,3.26,34,44,36,39,48,0,0,F,Private,PlusTwo,0
3.65,2.8,3.6,2.8,2.4,3.01,31,43,30,41,37,1.69,55,C-,Private,PlusTwo,1
3.65,2.8,2.8,2.8,3.2,3.06,25,34,32,38,0,0,0,F,Private,Bachelor,0
3.35,2.8,3.2,2,2.8,3.08,28,36,28,38,0,0,0,F,Private,SLC,0
2.95,2.8,2,2,2.8,2.62,40,33,38,39,41,0,0,F,Private,SLC,0
2.7,2.4,2.8,2.8,2,2.62,33,46,35,38,41,0,0,F,Private,PlusTwo,0
3.5,2.4,3.2,3.6,2.8,3.08,44,42,47,45,40,2.94,75,B,Private,Master,1
3.2,1.6,3.6,2.8,2.8,3.01,38,36,41,42,41,2.82,75,B,Private,PlusTwo,1
2.75,3.6,3.6,3.2,2.4,3.29,30,34,38,40,41,0,0,F,Private,SLC,0
2.7,2.4,2.8,2,2.8,2.72,31,33,30,39,0,0,0,F,Govt,PlusTwo,0
3.3,2.4,3.2,2.8,2.4,2.94,24,0,28,38,0,0,0,F,Govt,SLC,0
3.05,2.4,3.2,2.8,2.4,2.94,0,0,0,0,0,0,0,F,Private,PlusTwo,0
2.9,3.6,2.8,2,2,2.51,31,23,35,42,42,0,0,F,Govt,PlusTwo,0
3.5,3.6,3.2,3.2,3.2,3.23,39,42,42,43,44,3.25,80,B+,Private,SLC,1
2.98,2,2.8,3.6,2.8,3.25,39,41,39,38,35,2.83,75,B,Govt,SLC,1
3.65,3.6,3.2,3.6,3.6,3.79,40,40,47,49,44,3.87,90,A,Govt,PlusTwo,1
3.8,3.6,3.6,3.6,3.6,3.33,41,41,45,46,46,3.62,85,A-,Private,PlusTwo,1
3.1,2.8,3.6,3.6,3.2,3.1,30,42,31,36,39,0,0,F,Govt,PlusTwo,0
3.8,3.6,3.6,3.6,3.6,3.46,44,43,44,46,46,3.78,90,A,Govt,Master,1
3.8,3.6,2.8,4,3.6,3.46,43,42,44,46,45,3.61,85,A-,Private,PlusTwo,1
3.6,3.6,2.8,3.2,2.8,2.59,41,41,40,44,36,3.35,85,A-,Private,Bachelor,1
3.55,3.2,2.8,3.6,3.6,3.39,38,41,37,47,41,3.27,80,B+,Private,Bachelor,1
3.3,3.6,2.8,3.6,3.6,3.46,42,41,46,48,45,3.67,85,A-,Govt,SLC,1
3.25,3.2,3.2,2.4,3.2,2.73,41,42,41,41,41,3.12,80,B+,Govt,PlusTwo,1
3.8,3.6,2.4,3.2,3.2,2.93,40,44,35,41,37,3.02,80,B+,Private,Master,1
